7.000000	1
7.620000	2
8.240000	3
8.840000	4
9.220000	1
10.060000	2
10.700000	3
11.340000	4
12.000000	1
12.640000	2
13.300000	3
13.940000	4
14.580000	1
15.220000	2
15.760000	3
16.320000	4
16.980000	1
17.640000	2
18.300000	3
18.940000	4
19.580000	1
20.220000	2
20.940000	3
21.580000	4
22.380000	1
22.920000	2
23.360000	3
23.940000	4
24.620000	1
25.280000	2
25.800000	3
26.420000	4
27.060000	1
27.720000	2
28.520000	3
29.040000	4
29.640000	1
30.420000	2
31.060000	3
31.680000	4
32.120000	1
32.760000	2
33.380000	3
33.980000	4
34.640000	1
35.280000	2
35.920000	3
36.560000	4
37.240000	1
37.860000	2
38.480000	3
39.120000	4
39.680000	1
40.360000	2
40.920000	3
41.600000	4
42.240000	1
42.800000	2
43.520000	3
44.160000	4
44.760000	1
45.420000	2
46.040000	3
46.640000	4
47.280000	1
47.940000	2
48.600000	3
49.240000	4
49.860000	1
50.500000	2
51.060000	3
51.700000	4
52.340000	1
52.920000	2
53.540000	3
54.180000	4
54.860000	5
55.520000	6
56.220000	1
57.300000	2
57.800000	3
58.080000	4
58.640000	1
59.280000	2
59.880000	3
60.500000	4
61.180000	1
61.880000	2
62.520000	3
63.160000	4
63.660000	1
64.300000	2
64.940000	3
65.580000	4
66.160000	1
66.800000	2
67.380000	3
68.000000	4
68.720000	1
69.360000	2
69.980000	3
70.580000	4
71.220000	1
71.920000	2
72.520000	3
73.140000	4
73.760000	1
74.300000	2
74.980000	3
75.640000	4
76.280000	1
76.920000	2
77.560000	3
78.160000	4
78.780000	1
79.420000	2
80.080000	3
80.700000	4
81.300000	1
81.940000	2
82.560000	3
83.200000	4
83.840000	1
84.500000	2
85.120000	3
85.760000	4
86.380000	1
86.980000	2
87.600000	3
88.240000	4
88.820000	1
89.460000	2
90.100000	3
90.700000	4
91.340000	1
92.080000	2
92.660000	3
93.300000	4
93.860000	1
94.560000	2
95.160000	3
95.860000	4
96.500000	1
97.020000	2
97.700000	3
98.340000	4
98.860000	5
99.240000	6
99.840000	1
100.480000	2
101.120000	3
101.760000	4
102.420000	1
103.200000	2
103.840000	3
104.620000	4
105.180000	1
105.820000	2
106.480000	3
107.080000	4
107.740000	1
108.380000	2
109.020000	3
109.620000	4
110.260000	1
110.900000	2
111.340000	3
112.160000	4
112.800000	1
113.400000	2
114.040000	3
114.700000	4
115.260000	1
115.900000	2
116.560000	3
117.240000	4
117.820000	1
118.360000	2
118.980000	3
119.680000	4
120.340000	1
120.980000	2
121.640000	3
122.280000	4
122.860000	1
123.440000	2
124.080000	3
124.800000	4
125.360000	1
126.060000	2
126.740000	3
127.380000	4
127.940000	1
128.540000	2
129.180000	3
129.820000	4
130.500000	1
131.060000	2
131.660000	3
132.340000	4
133.120000	1
133.800000	2
134.420000	3
135.040000	4
135.480000	1
136.100000	2
136.740000	3
137.380000	4
138.000000	1
138.640000	2
139.280000	3
139.880000	4
140.520000	1
141.040000	2
141.640000	3
142.260000	4
142.860000	1
143.500000	2
144.140000	3
144.920000	4
145.560000	1
146.200000	2
146.880000	3
147.740000	4
148.380000	1
149.040000	2
149.680000	3
150.240000	4
150.880000	1
151.540000	2
152.180000	3
152.800000	4
153.440000	1
154.100000	2
154.760000	3
155.340000	4
155.800000	1
156.440000	2
157.120000	3
157.780000	4
158.480000	1
159.060000	2
159.460000	3
160.140000	4
160.740000	1
161.400000	2
162.080000	3
162.720000	4
163.360000	1
163.880000	2
164.480000	3
165.060000	4
165.700000	1
166.340000	2
167.020000	3
167.660000	4
168.320000	1
168.980000	2
169.620000	3
170.240000	4
170.920000	1
171.660000	2
172.340000	3
172.920000	4
173.520000	1
174.240000	2
174.960000	3
