0.280000	1
0.620000	2
0.960000	3
1.300000	4
1.680000	5
2.020000	6
2.360000	1
2.700000	2
3.020000	3
3.360000	4
3.700000	5
4.020000	6
4.380000	1
4.720000	2
5.060000	3
5.420000	4
5.780000	5
6.120000	6
6.440000	1
6.800000	2
7.220000	3
7.560000	4
7.900000	5
8.220000	6
8.560000	1
8.900000	2
9.260000	3
9.600000	4
9.940000	5
10.280000	6
10.620000	1
10.940000	2
11.280000	3
11.620000	4
12.000000	5
12.340000	6
12.680000	1
13.000000	2
13.340000	3
13.680000	4
14.000000	5
14.420000	6
14.760000	1
15.080000	2
15.440000	3
15.780000	4
16.100000	5
16.500000	6
16.880000	1
17.200000	2
17.620000	3
17.960000	4
18.300000	5
18.640000	6
19.000000	1
19.360000	2
19.680000	3
20.020000	4
20.360000	5
20.720000	6
21.060000	1
21.400000	2
21.720000	3
22.060000	4
22.400000	5
22.760000	6
23.160000	1
23.500000	2
23.880000	3
24.220000	4
24.560000	5
24.880000	6
25.220000	1
25.660000	2
26.000000	3
26.340000	4
26.660000	5
27.040000	6
27.380000	1
27.720000	2
28.060000	3
28.400000	4
28.740000	5
29.060000	6
29.420000	1
29.760000	2
30.100000	3
30.440000	4
30.820000	5
31.160000	6
31.480000	1
31.820000	2
32.140000	3
32.500000	4
32.820000	5
33.200000	6
33.520000	1
33.860000	2
34.200000	3
34.540000	4
34.960000	5
35.360000	6
35.680000	1
36.020000	2
36.360000	3
36.700000	4
37.040000	5
37.460000	6
37.800000	1
38.120000	2
38.460000	3
38.940000	4
39.260000	5
39.640000	6
39.980000	1
40.300000	2
40.640000	3
40.980000	4
41.320000	5
41.660000	6
42.040000	1
42.420000	2
42.740000	3
43.080000	4
43.420000	5
43.760000	6
44.100000	1
44.440000	2
44.760000	3
45.100000	4
45.440000	5
45.940000	6
46.280000	1
46.620000	2
46.940000	3
47.280000	4
47.620000	5
48.000000	6
48.340000	1
48.680000	2
49.040000	3
49.360000	4
49.700000	5
50.040000	6
50.380000	1
50.720000	2
51.060000	3
51.400000	4
51.720000	5
52.080000	6
52.420000	1
52.760000	2
53.100000	3
53.440000	4
53.780000	5
54.120000	6
54.480000	1
54.800000	2
55.140000	3
55.500000	4
55.840000	5
56.220000	6
56.580000	1
57.060000	2
57.380000	3
57.720000	4
58.140000	5
58.480000	6
58.820000	1
59.160000	2
59.500000	3
59.860000	4
60.140000	5
60.400000	6
60.740000	1
61.080000	2
61.400000	3
61.720000	4
62.000000	5
62.320000	6
62.680000	1
63.020000	2
63.360000	3
63.700000	4
64.020000	5
64.400000	6
64.760000	1
65.280000	2
65.620000	3
65.960000	4
66.300000	5
66.700000	6
67.060000	1
67.400000	2
67.720000	3
67.740000	4
68.020000	5
68.300000	6
68.720000	1
69.080000	2
69.420000	3
69.740000	4
70.080000	5
70.420000	6
70.760000	1
71.100000	2
71.440000	3
71.860000	4
72.260000	5
72.600000	6
72.940000	1
73.220000	2
73.540000	3
73.880000	4
74.220000	5
74.560000	6
74.920000	1
75.260000	2
75.600000	3
75.940000	4
76.280000	5
76.620000	6
77.000000	1
77.340000	2
77.680000	3
78.020000	4
78.360000	5
